,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
4244,13600 N W 2nd St,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,Plantation,1/18/2016,ortalama bir amerikan oteli,Good option close to Sawgrass mall,Dr.Zuhal Luleci,hr,Orthals Bir American kidnapped
4384,732 E 82nd Ave,Merrillville,US,Deluxe Inn Merrillville,IN,NA,"well i couldnt afford a hotel for the night so i got a room at deluxe. i knew i made a bad mistake when i went to the front desk. i couldnt understand what the clerk was saying. my room wasnt that clean, it smelled like mold. i think the only people that stay here are homeless.",well i couldnt afford a hotel ...,lynn.gina,en,"well i couldnt afford a hotel for the night so i got a room at deluxe. i knew i made a bad mistake when i went to the front desk. i couldnt understand what the clerk was saying. my room wasnt that clean, it smelled like mold. i think the only people that stay here are homeless."
4399,1807 Golden Mile Hwy,Pittsburgh,US,Super 8 Pittsburgh/monroeville,Pitt,3/16/2015,"A little out of the way, but room and cleaniness were worth the tariff paid",It was worth . We enjoyed stay at super 8,A Traveler,en,"A little out of the way, but room and cleaniness were worth the tariff paid"
4404,1807 Golden Mile Hwy,Pittsburgh,US,Super 8 Pittsburgh/monroeville,Pitt,5/20/2015,The hotel was very run down and dirty. Would not stay there again,Short Stay,A Traveler,en,The hotel was very run down and dirty. Would not stay there again
4415,1807 Golden Mile Hwy,Pittsburgh,US,Super 8 Pittsburgh/monroeville,Pitt,5/6/2015,Phone and internet signal extremely weak. Room has refrigerator and microwave. Very close to grocery and shopping. Much more reasonable cost than most other hotels at the time.,business trip,brian,en,Phone and internet signal extremely weak. Room has refrigerator and microwave. Very close to grocery and shopping. Much more reasonable cost than most other hotels at the time.
4418,1807 Golden Mile Hwy,Pittsburgh,US,Super 8 Pittsburgh/monroeville,Pitt,2/14/2015,We were looking for a hotel at the last minute and found this quite little hotel. For the price it is hard to beat. Would stay here again if we are in the area. Restaurants and shopping directly across the street. Good hotel for an easily please couple.,nice little hotel.,Kenneth,en,We were looking for a hotel at the last minute and found this quite little hotel. For the price it is hard to beat. Would stay here again if we are in the area. Restaurants and shopping directly across the street. Good hotel for an easily please couple.
4459,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,5/23/2016,"The Hotels and ist furnitures are slowly getting old a refurbishement in th enext time is needed great breakfast European, Indian, Chinese style with fresh fruits, juices an anything you can dream of in the morning nice and helpful staff clan and big rooms nice garden and pool great coctails at the bar","great breakfast European, Indian, Chinese style with fresh...",Anonymous,en,"The Hotels and ist furnitures are slowly getting old a refurbishement in th enext time is needed great breakfast European, Indian, Chinese style with fresh fruits, juices an anything you can dream of in the morning nice and helpful staff clan and big rooms nice garden and pool great coctails at the bar"
4464,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,10/14/2015,Quiet place,Quiet place in the middle of boudhanath,Hozaifa,fr,Quiet place
4474,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,10/11/2015,No Tissue in any place in this hotel even the room. just in bathroom or upon request. laundry IS VERY EXPENSIVE ROX RESTAURANT,ROX RESTAURANT,Sharhabeel,en,No Tissue in any place in this hotel even the room. just in bathroom or upon request. laundry IS VERY EXPENSIVE ROX RESTAURANT
4481,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,9/17/2016,"The smell of the property, the dirty bed sheets and pillows ,towels ,blanket,all was so dirty. It's location","It's extremely dirty , bed sheets smells bad and dirty, as well the toilet and the towels were very stingy.",Farah,en,"The smell of the property, the dirty bed sheets and pillows ,towels ,blanket,all was so dirty. It's location"
4485,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,10/13/2015,"Amenities rather poor or not available No service directory No proper taxi service available Late cleaning service of room Pool towels late available I was not aware of possible package one can get while living and working in KTM, hence I paid double the price Once realizing what would have been possible for me, I did not feel as happy as I would have liked to feel!! Quiet room, swimming pool and gym Good breakfast buffet except for the cold cuts, that can really be better",I enjoyed the beautiful pool very much,Vera,en,"Amenities rather poor or not available No service directory No proper taxi service available Late cleaning service of room Pool towels late available I was not aware of possible package one can get while living and working in KTM, hence I paid double the price Once realizing what would have been possible for me, I did not feel as happy as I would have liked to feel!! Quiet room, swimming pool and gym Good breakfast buffet except for the cold cuts, that can really be better"
4488,Taragaon Boudha,Alliance,US,Hyatt Regency Kathmandu,OH,6/30/2016,Nothing as such. The city is in a bad shape and the pollution and dirt doesnot allow you to roam much but the resort was fantastic. Swimming Pool and Jogging Track was a delight. Casino Pride was also amazing.,Excellent stay,Ravi,en,Nothing as such. The city is in a bad shape and the pollution and dirt doesnot allow you to roam much but the resort was fantastic. Swimming Pool and Jogging Track was a delight. Casino Pride was also amazing.
4737,Drepanon,Glen Burnie,US,The Grove Seaside Hotel,MD,7/9/2016,!!!!!!!!!!!!!!!!,������ ������������,STAVROULA,NA,#VALUE!
6026,3 5920 Kuhio Hwy,Kapaa,US,Hilton Garden Inn Kauai Wailua Bay,HI,7/31/2016,"Short walk to Lydgate Park. Hotel went through recent renovation. Rooms were clean and spacious. Most of the furniture, furnishings and fixtures were new. Bathroom was very spacious. Shower was clean and huge!",Great renovation,GRUTO,en,"Short walk to Lydgate Park. Hotel went through recent renovation. Rooms were clean and spacious. Most of the furniture, furnishings and fixtures were new. Bathroom was very spacious. Shower was clean and huge!"
6095,457 Mountain Village Blvd,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,Pandora,7/26/2015,loved the location!! However my room was really small and the blinds broke and a window wouldn't open.,Great location.. Room needs help,A Traveler,en,loved the location!! However my room was really small and the blinds broke and a window wouldn't open.
6135,457 Mountain Village Blvd,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,Pandora,7/20/2015,The hotel room was average at best but I realize it is a ski resort and hard to keep like in a beech resort. Skiers are looking for a dry place to put their wet clothe and ski's for the night. The price was right and the location couldn't have been any better. I would recommend my friends to stay for that reason.,Location is excellent,Terry,en,The hotel room was average at best but I realize it is a ski resort and hard to keep like in a beech resort. Skiers are looking for a dry place to put their wet clothe and ski's for the night. The price was right and the location couldn't have been any better. I would recommend my friends to stay for that reason.
6143,457 Mountain Village Blvd,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,Pandora,7/13/2016,"This was our first time to Mountain Village and a very kind and very helpful young man, Chad, made our experience memorable. Chad made sure we had everything we needed. This Lodge is located in a beautiful area and with the gondola located so close it was easy to into the town of Telluride.",Enjoyable,sjshicks,en,"This was our first time to Mountain Village and a very kind and very helpful young man, Chad, made our experience memorable. Chad made sure we had everything we needed. This Lodge is located in a beautiful area and with the gondola located so close it was easy to into the town of Telluride."
