"","X","address","city","country","name","province","reviews.date","reviews.text","reviews.title","reviews.username","lang","translated_text","cleaned_text","ratings_tf","rating"
"826",21581,"10821 Caribbean Blvd","Miami","US","La Quinta Inn and Suites Miami Cutler Bay","Cutler Ridge","9/29/2015","My stay was amazing, the comfort the bed, softness of the towels and sheets and the awesome customer service while I was there. I will be back","Amazing stay","rawle","en","My stay was amazing, the comfort the bed, softness of the towels and sheets and the awesome customer service while I was there. I will be back"," stay amaze comfort bed softness towel sheet awesome customer service will back",3,4
"827",21601,"10821 Caribbean Blvd","Miami","US","La Quinta Inn and Suites Miami Cutler Bay","Cutler Ridge","5/18/2015","Staff was helpful and polite.","Hotel as expected.","Gail","en","Staff was helpful and polite.","staff helpful polite",3,4
"828",21620,"10821 Caribbean Blvd","Miami","US","La Quinta Inn and Suites Miami Cutler Bay","Cutler Ridge","9/20/2015","It was clean but located in a bad neighborhood. The halls in the room smelt like cigarettes and Marijuana. I will never stay there again.","Terrible","A Traveler","en","It was clean but located in a bad neighborhood. The halls in the room smelt like cigarettes and Marijuana. I will never stay there again."," clean locate bad neighborhood hall room smell like cigarette marijuana will never stay ",1,2
"829",21643,"10821 Caribbean Blvd","Miami","US","La Quinta Inn and Suites Miami Cutler Bay","Cutler Ridge","8/26/2016","Good","Good","Armando Jose","en","Good","good",3,3
"830",21769,"1400 Thelma Keller Ave","Effingham","US","Super 8 - Effingham","Boggsville","5/15/2016","Room looked clean. Bathroom floor was sticky Front desk staff not overly friendly. Had more friendly staff at Super 8s in Marion and Carbondale locations.","2 hrs from SIU","Roger","en","Room looked clean. Bathroom floor was sticky Front desk staff not overly friendly. Had more friendly staff at Super 8s in Marion and Carbondale locations.","room look clean bathroom floor sticky front desk staff overly friendly much friendly staff super s marion carbondale location",3,4
"831",21798,"1400 Thelma Keller Ave","Effingham","US","Super 8 - Effingham","Boggsville","3/18/2016","The hotel was nice and the staff was friendly. However, due to the fact that each 3 inch mattress was sitting only on a wooden frame and there was no box spring on either bed, we wouldn't recommend using this hotel for more than one night. It was extremely uncomfortable and left us with aching backs for the next few days. This in itself is enough to deter me from booking here again.","Beds are awful, but..Clean, safe, & inexpensive!","A Traveler","en","The hotel was nice and the staff was friendly. However, due to the fact that each 3 inch mattress was sitting only on a wooden frame and there was no box spring on either bed, we wouldn't recommend using this hotel for more than one night. It was extremely uncomfortable and left us with aching backs for the next few days. This in itself is enough to deter me from booking here again."," hotel nice staff friendly however due fact inch mattress sit wooden frame box spring either bed wouldnt recommend use hotel much one night extremely uncomfortable leave us ache back next day enough deter book ",1,2
"832",21823,"1400 Thelma Keller Ave","Effingham","US","Super 8 - Effingham","Boggsville","4/27/2016","Very handy location the staff was very helpful. When we arrived the gal at the desk ( she was trying her best) was having a hard time getting the room pass key printer to work. After we got back from eating they had the problem fixed","Weary Traveler","Leon C","en","Very handy location the staff was very helpful. When we arrived the gal at the desk ( she was trying her best) was having a hard time getting the room pass key printer to work. After we got back from eating they had the problem fixed"," handy location staff helpful arrive gal desk try good hard time get room pass key printer work get back eat problem fix",1,3
"833",21835,"1400 Thelma Keller Ave","Effingham","US","Super 8 - Effingham","Boggsville","3/14/2016","Stayed at this Super 8 on our way to Springfield MO from Washington PA - easy off and on the highway, very friendly staff and good value for the price. Very close to all types of restaurants and some shopping to pass the evening. Will stop here to break up the trip in the future.","Very nice place to stop","cheryls573","en","Stayed at this Super 8 on our way to Springfield MO from Washington PA - easy off and on the highway, very friendly staff and good value for the price. Very close to all types of restaurants and some shopping to pass the evening. Will stop here to break up the trip in the future.","stay super way springfield mo washington pa easy highway friendly staff good value price close type restaurant shop pass even will stop break trip future",3,4
"834",22006,"1161 W Washington Center Rd","Fort Wayne","US","Days Inn Fort Wayne","IN","7/19/2016","Driveway/Grounds were VERY clean. Minor problem (entrance door computer key) was handled very quickly. Staff were friendly accommodating.","Nice place to stay at a reduced rate.","William","en","Driveway/Grounds were VERY clean. Minor problem (entrance door computer key) was handled very quickly. Staff were friendly accommodating.","driveway ground clean minor problem entrance door computer key handle quickly staff friendly accommodate",1,3
"835",22067,"6516 14th St W","Bradenton","US","Super 8 Bradenton Sarasota Area","FL","8/5/2015","It was sufficient for a last minute reasonable priced. Not the best I have ever stayed at but lots better than some I have stayed at.","Not bad.","A Traveler","en","It was sufficient for a last minute reasonable priced. Not the best I have ever stayed at but lots better than some I have stayed at."," sufficient last minute reasonable price good ever stay lot good stay ",3,2
"836",22074,"6516 14th St W","Bradenton","US","Super 8 Bradenton Sarasota Area","FL","1/28/2015","No problems. Very friendly.","Fine stay","A Traveler","en","No problems. Very friendly."," problem friendly",1,3
"837",22089,"6516 14th St W","Bradenton","US","Super 8 Bradenton Sarasota Area","FL","9/3/2015","Dirty, roaches, dirty linens, terrible breakfast, bad smell, terrible stay !!!","Worst hotel to stay !","TD","en","Dirty, roaches, dirty linens, terrible breakfast, bad smell, terrible stay !!!","dirty roach dirty linen terrible breakfast bad smell terrible stay",1,1
"838",22095,"6516 14th St W","Bradenton","US","Super 8 Bradenton Sarasota Area","FL","7/5/2016","Needed a hotel in the area on short notice and found Super 8 on booking.com. I'm from north and the super 8's up there don't have the best reputation, but this one had the best price in the area so we decided to give it a try. Happily surprised! The room was large and very clean. Out a/c unit actually... More","Great rooms and excellent customer service","bethany m","en","Needed a hotel in the area on short notice and found Super 8 on booking.com. I'm from north and the super 8's up there don't have the best reputation, but this one had the best price in the area so we decided to give it a try. Happily surprised! The room was large and very clean. Out a/c unit actually... More","need hotel area short notice find super book com im north super s dont good reputation one good price area decide give try happily surprise room large clean c unit actually much",3,4
